Id,Price
4567,163441.28130126646
5925,127400.85332078383
960,147718.36063141582
3848,128676.83562835093
746,209215.63964862505
868,314156.30523882195
672,123465.80806288376
2471,217963.62544490083
4510,127193.1553784081
8354,244214.95598656105
6393,175053.19494772417
13270,224847.8697911499
5250,279903.3611026772
16751,191007.128472875
11404,126055.57666034761
10588,332711.57606035756
14925,215081.7305174629
6791,205701.63821431756
16097,186716.46441906432
16428,382188.54656306363
6945,380132.80660760985
3190,189327.80094871842
15709,441672.93366571295
13155,161799.09251496423
7675,187240.77257454593
14686,220221.29296151295
609,159716.66888592672
11155,172683.72644374223
10869,191299.45701405936
15742,189978.1195973219
9245,193399.45675203804
3340,171591.50346233026
2359,273099.6656155623
8070,206630.6843729385
13707,133315.95898912035
16079,271776.2374748631
15937,281545.18144697626
14090,193306.22738746865
9008,225493.50258213995
16384,165909.81950005266
11657,240056.91034813478
13151,153975.4512737405
8990,154719.0177250125
11857,184641.93316893233
1565,152942.81826962874
8174,111597.5205077725
9247,233149.46944693546
10478,224818.15269620123
15509,140777.3348586698
8306,261761.48492376544
6642,179823.25977807044
7472,203521.24486613454
15989,135240.8018846027
13682,129362.33945848966
163,245096.26599722257
7076,198000.55499913744
7478,328913.4671568725
3029,188693.34994188437
1814,141976.09423487278
10057,124240.86954424648
15100,191760.93945005105
12694,215099.9960461341
6291,187504.33463883118
12603,192011.57970143328
3218,233332.47864121132
13456,126958.9318391305
10170,228295.8783394819
4530,163155.5759553408
13329,171680.21180784723
4820,157280.66117716234
10896,174300.78588467318
13416,113922.45586037627
2701,237052.1709644826
11265,350303.0451959398
9189,259829.02072094352
1858,193181.98848436077
14536,241917.68093264254
6199,281904.0741884625
14730,157836.57069195368
7510,253970.73348141406
15505,172895.30450564696
7446,190305.05075405492
14016,182474.23040219303
14113,102865.52119957689
8721,298783.2216961404
6193,286246.7031673763
5717,176809.75330793395
5427,320210.7470154075
9520,463728.7483987224
6869,101254.84287741205
1658,164550.91418546202
6639,199891.89646819647
6283,193068.89175041014
6257,129845.72714678032
15235,190954.7950142068
902,233855.64727724539
8932,174309.72952972812
16469,397332.01212403725
2825,270160.84129673644
6450,436121.38992300787
11366,181621.59554901373
3801,358709.025849162
11385,209482.94501152198
1079,187675.3959202023
3202,226458.52651348824
676,224179.85508185183
6185,282900.3437253326
7730,166537.62626008448
2573,182223.48088491702
10978,203325.4520066042
10962,251211.2702719348
8870,189249.93048422196
8496,186126.08559353682
5517,156509.9138440926
927,180495.69611573828
13675,192183.2917143053
1499,223816.41382081166
15536,304365.43196888384
8602,360160.4746433636
12137,447406.2007018779
9865,248168.23688170596
16353,271816.1355577348
15908,204984.62195262688
3944,175482.8203532331
10359,199360.8428137115
15158,214759.48495527857
3259,239227.05853700783
7220,316843.2745539365
13843,204756.13249375383
16736,180017.22783395057
702,257679.60111866932
16401,150753.09403161102
12134,191194.6234623517
6918,230248.6994124859
11792,129567.44811133556
3798,140174.6290892148
10395,133280.51228193566
11099,144424.54366866444
7090,206141.15820438013
11260,195054.33574054242
9647,216290.8448339598
2903,407299.50670861505
2071,183356.6879229122
8604,181063.77751237288
9346,213521.45791935516
3945,203496.36064214213
3420,129084.11642357521
10842,126433.62684241732
725,156804.9024608145
13931,192265.96372758635
16330,229734.59849315326
9066,422290.3976809655
3326,311116.4040907333
1556,278639.19882444124
6579,101176.25954654449
13877,142576.25808549943
9857,315799.32384521194
7302,223015.92225375076
5684,191293.581149989
6513,233715.24007759543
11342,115075.68369798979
16561,237423.01664258615
6885,178527.29630094307
9308,163643.85014014514
2559,184942.02572340288
6648,180934.43340712343
15260,174297.53347610365
5113,188003.47738349598
16492,182581.4469898613
12034,273099.6656155623
7248,205662.73618143692
2171,198610.09319997314
10594,155520.47084245284
13241,202108.7563171232
7032,137462.57699451604
4884,172116.41868015905
903,237793.16089882288
162,178954.78345490101
6566,247929.2399335949
8249,136984.36189024514
13106,196470.97125833706
256,128506.99137950448
7976,173823.76301249053
8575,172935.35417046232
7591,276954.2511648483
3204,224234.59855343227
15804,178930.5730881231
1525,313666.4969326367
9038,203240.69810203454
13628,187580.8933992955
10016,188952.63673457346
10208,228188.62476342544
2008,200340.26647861814
13029,190084.08967569083
5099,128921.71379254914
9923,294161.3085628713
9461,130419.36140811005
11086,161774.33294396882
15057,311835.7626745928
10689,183361.36213144872
2053,204985.56256505064
16630,178456.88923863633
4985,169015.89702250637
13881,224877.93785718112
13225,180104.7763107598
5779,66043.92459160219
10262,183943.9720281318
10762,221994.0822745824
9513,206583.64457998986
11128,176085.24851418103
2074,281976.548880506
933,170946.9562601086
2780,184559.69182694258
6594,111404.54886982804
15394,287486.7180347191
14863,126400.33343159358
6698,201314.403194129
1611,285142.29794764105
174,186021.1014733989
5160,174251.14700540312
3295,295203.71264070214
4559,402777.1431752701
8254,173522.24000709664
10228,103022.53170069438
13924,140017.4631397389
15341,240105.75886043327
4353,173230.95476095792
4334,70780.54494969129
1872,160865.33079095077
7823,188504.44429568687
310,146212.746316763
3704,272368.74709628103
11615,283953.75266412506
6605,199689.55481507254
3381,172140.86608911076
2143,142993.2868780894
3191,246903.82216381593
13980,127726.91136862278
15613,171099.91058659356
10943,316793.8109999146
9654,124944.32045916044
16053,475242.8454209641
14931,208990.08243129426
8299,230282.56848334294
2147,171035.72634176712
11567,387677.88260247034
5905,138259.47615779183
11160,112606.2566293816
8275,148511.16479934653
16398,299546.7458707119
11229,180553.72597125475
10309,148953.76582315724
7340,257985.06321256573
7653,167944.0231565049
272,199687.34256329862
9831,205096.1081011173
5016,138718.21113519318
5968,69590.10001464344
796,225294.64514081366
12123,128539.92738624755
16629,186499.9432320001
2637,178207.99459956083
6194,230255.4428143117
6216,380385.0284935347
14346,185156.94944643098
6428,146568.13268560747
2891,219494.63844909504
84,179446.2267477766
9260,220194.86067119864
15250,135917.77598540107
2348,198630.03410765663
10427,266580.5207057664
13230,281405.98063639353
1691,209839.15958599036
8803,127444.5651755452
5464,199402.5133626212
10559,108790.50137405828
16787,314666.00529586297
4278,154157.11637944542
6183,170177.765803439
12775,163644.35876171954
10104,186634.78450528445
13663,180240.59057719537
9404,277003.69482530345
14724,227037.45998845864
10040,181952.09679921245
4646,192462.64359229224
4754,151481.20244837634
3310,218206.36128468727
2003,183371.8790879012
7312,205583.79874067492
10921,235357.7971369703
13419,264855.42110192747
10105,163948.8629322296
2196,472504.3765630748
12659,231222.22238811397
4380,233437.99690421103
10847,146624.8127771652
10805,274230.8282067342
8709,97455.62637227944
8319,180044.75325940392
2215,181876.7279736003
7000,189359.20431116148
7701,107366.1985985894
9678,187068.2130324843
14026,207404.80589982125
7971,175744.50053708066
13734,156440.50703314456
16483,199483.9174255703
6150,201095.71394127232
2931,276377.2322236816
5418,188897.42961595504
1662,510245.15167682135
2441,208986.07406383302
669,127474.95412154862
7734,182770.38971344783
6010,306149.3782819881
266,137513.86184931578
632,133643.13879230374
16221,118832.91681423281
11832,178154.9664796668
5035,124174.22094046263
37,124142.01172496408
6168,188068.75511729092
11757,179456.47579480158
8086,124347.08752642505
6529,229350.40672467803
15121,196731.84315138176
13904,141627.84588981405
3711,183944.58503396908
16563,132070.49304756665
14494,187455.9069643143
3006,219544.8570736282
15299,118910.19783538205
92,298065.4772886914
8066,203651.75526843898
16071,205541.58256494053
10662,142561.67298775402
3883,211242.96421035897
5511,129282.18283773595
2821,263161.0883380155
9570,185443.51478162842
4326,268639.6148654244
9251,228653.96822569458
9031,199625.82860597415
12689,140120.1345632168
16380,247008.6218979485
1053,263685.55851130077
4568,173396.8218436049
16140,111507.64507793142
14356,284022.05399386276
8466,184197.93268069587
15652,154683.21460805906
3285,119741.37911825797
3198,162448.72987803907
14088,430355.8366033269
2268,122237.97082694792
15472,193030.82806915758
1203,224267.26529316365
7157,341444.39725376904
6886,211305.1742158986
5083,258072.29041681936
7467,110191.94819615864
14068,194810.63138869472
2080,175197.01070748488
10865,163142.12959857995
13516,175881.87415612952
14150,209487.98234411012
7609,131177.4463316766
2144,401219.0775630324
10357,184271.15011317848
2396,198364.6795681731
